GRID_ID,time,nbart_blue_mean,nbart_green_mean,nbart_red_mean,nbart_nir_1_mean,nbart_swir_2_mean,nbart_swir_3_mean
DHS-3618,2025-05-31,250.43858337402344,386.2624206542969,271.7828674316406,2321.42626953125,806.698486328125,362.2431640625
DHS-3618,2025-06-30,302.8548278808594,423.61663818359375,306.13336181640625,2398.705322265625,876.5316162109375,415.3504943847656
DHS-3618,2025-07-31,273.2375793457031,404.3821411132813,293.4751892089844,2330.611083984375,835.863525390625,375.932373046875
DHS-3618,2025-08-31,259.7196044921875,394.613525390625,297.514892578125,2357.723388671875,917.3058471679688,434.0074462890625
DHS-3618,2025-09-30,327.946044921875,452.4634094238281,344.0316467285156,2392.86279296875,1032.2816162109375,502.8846130371094
DHS-3618,2025-10-31,4371.2646484375,4398.5986328125,4459.75,5181.4560546875,4066.8642578125,3369.448486328125
DHS-3618,2025-11-30,6367.39404296875,6328.71240234375,6379.85400390625,7271.37841796875,2146.948486328125,2479.797119140625
DHS-3618,2025-12-31,341.6166381835937,472.6060791015625,349.916259765625,2412.684814453125,1060.6668701171875,505.8095397949219
DHS-3619,2025-01-31,298.8436584472656,436.8474731445313,318.8797607421875,2445.888671875,978.1019287109376,465.3898620605469
DHS-3619,2025-02-28,3313.165283203125,3433.45068359375,3385.744384765625,4357.07421875,3052.784912109375,2291.5703125
DHS-3619,2025-03-31,8250.9052734375,8267.970703125,8299.90625,8868.5888671875,2991.902587890625,2228.072265625
DHS-3619,2025-04-30,197.5867156982422,332.83038330078125,243.05126953125,2141.5,800.3272094726562,365.4702453613281
DHS-3619,2025-05-31,278.082275390625,410.78228759765625,307.1924133300781,2223.261962890625,810.8721313476562,376.9405212402344
DHS-3619,2025-06-30,451.8316345214844,560.9278564453125,448.0291137695313,2379.9765625,972.9696044921876,538.2392578125
DHS-3619,2025-07-31,290.1550598144531,417.1772155761719,317.6924133300781,2218.319580078125,849.9848022460938,396.0386047363281
DHS-3619,2025-08-31,269.50885009765625,397.7379760742188,310.19873046875,2225.971435546875,898.2044067382812,432.4974670410156
DHS-3619,2025-09-30,376.6885986328125,497.62152099609375,407.6031494140625,2290.232177734375,1025.9208984375,527.5607299804688
DHS-3619,2025-10-31,4342.109375,4400.18994140625,4469.59619140625,5352.173828125,4236.8291015625,3537.620849609375
DHS-3619,2025-11-30,6058.02392578125,5947.9365234375,5905.87890625,6864.52783203125,2040.919677734375,2355.0302734375
DHS-3619,2025-12-31,414.0658264160156,528.1278686523438,408.7417602539063,2370.161376953125,1069.2259521484375,524.3759765625
DHT-3617,2025-01-31,233.7274475097656,317.5304870605469,204.5260467529297,2261.376220703125,699.4834594726562,297.984130859375
DHT-3617,2025-02-28,540.8557739257812,649.4243774414062,503.1543884277344,2808.3505859375,975.3964233398438,532.5114135742188
DHT-3617,2025-03-31,7635.81591796875,7734.36767578125,7901.76025390625,8328.9140625,2349.052001953125,1895.6124267578125
DHT-3617,2025-04-30,173.11181640625,282.16900634765625,176.22109985351562,2293.2890625,673.5870361328125,273.9345703125
DHT-3617,2025-05-31,222.4555206298828,321.3818359375,196.0235137939453,2354.98486328125,656.4256591796875,267.1111755371094
DHT-3617,2025-06-30,273.52349853515625,357.34814453125,236.1130828857422,2435.791015625,676.5171508789062,292.0673522949219
DHT-3617,2025-07-31,245.6696319580078,341.4853820800781,223.20965576171875,2357.171630859375,669.1505737304688,273.5660705566406
DHT-3617,2025-08-31,228.3538818359375,325.77447509765625,216.96441650390625,2346.986572265625,708.1817016601562,302.9637756347656
DHT-3617,2025-09-30,267.64166259765625,345.3252868652344,240.2846221923828,2201.20068359375,788.0311279296875,352.9930114746094
DHT-3617,2025-10-31,5580.572265625,5673.765625,5814.27490234375,6444.24853515625,4526.52587890625,3530.146728515625
DHT-3617,2025-11-30,6992.26611328125,6948.2333984375,6938.18701171875,8033.044921875,2218.511962890625,2562.579345703125
DHT-3617,2025-12-31,275.74078369140625,353.7064819335937,267.2642822265625,2022.811279296875,831.9561767578125,382.4466247558594
DHT-3618,2025-01-31,226.8492584228516,308.15509033203125,199.08187866210935,2253.907470703125,680.3368530273438,285.5242004394531
DHT-3618,2025-02-28,1143.9925537109375,1201.19970703125,1018.531005859375,3119.269287109375,1494.079345703125,1009.06884765625
DHT-3618,2025-03-31,7816.595703125,7900.63134765625,8026.49755859375,8566.9375,2483.542236328125,1978.033447265625
DHT-3618,2025-04-30,166.66500854492188,270.2903137207031,163.02108764648438,2278.914306640625,613.81201171875,241.6519775390625
DHT-3618,2025-05-31,215.80831909179688,309.287841796875,180.99008178710935,2320.06689453125,598.5781860351562,233.3790283203125
DHT-3618,2025-06-30,263.8052062988281,342.42803955078125,218.70594787597656,2398.18115234375,612.3653564453125,255.4398193359375
