time,value
2016-06-30,0.1403618494214654
2016-06-30,0.1852228737958329
2016-07-31,0.14061140116805831
2016-07-31,0.18674112601145185
2016-08-31,0.14232299082195385
2016-08-31,0.1889659044971409
2016-09-30,0.0
2016-09-30,0.0
2016-10-31,0.14678884603378026
2016-10-31,0.1987793039285622
2016-11-30,0.1437108633685467
2016-11-30,0.19065146924118181
2016-12-31,0.0
2016-12-31,0.0
2017-01-31,0.22744387219399903
2017-01-31,0.1655951199281113
2017-02-28,0.20242463974433939
2017-02-28,0.16020156811535663
2017-03-31,0.0
2017-03-31,0.0
2017-04-30,0.21052212473953835
2017-04-30,0.15683581338673153
2017-05-31,0.19962431121150317
2017-05-31,0.14890829114251683
2017-06-30,0.0
2017-06-30,0.0
2017-07-31,0.1900577964309353
2017-07-31,0.14154857206783691
2017-08-31,0.1370583169041536
2017-08-31,0.18420514887335324
2017-09-30,0.1820216538199119
2017-09-30,0.13548402413542218
2017-10-31,0.0
2017-10-31,0.0
2017-11-30,0.23260289116696967
2017-11-30,0.1665545734508223
2017-12-31,0.15362389439437088
2017-12-31,0.21278535112890787
2018-01-31,0.0
2018-01-31,0.0
2018-02-28,0.1528758067761795
2018-02-28,0.20734002852277789
2018-03-31,0.20786121511588657
2018-03-31,0.15315441963951662
2018-04-30,0.14922566049937666
2018-04-30,0.20075422181869623
2018-05-31,0.14679158942819567
2018-05-31,0.19630361447277328
2018-06-30,0.142962065820138
2018-06-30,0.19001888246983753
2018-07-31,0.18816760569532878
2018-07-31,0.14067001720231165
2018-08-31,0.13490668381121856
2018-08-31,0.17815095027585112
2018-09-30,0.0
2018-09-30,0.0
2018-10-31,0.1893058049295673
2018-10-31,0.14166328599394643
2018-11-30,0.06855832468211548
2018-11-30,0.08506961086558892
2018-12-31,0.0
2018-12-31,0.0
2019-01-31,0.0
2019-01-31,0.0
2019-02-28,0.1530994219124018
2019-02-28,0.11292269065185406
2019-03-31,0.13508134304780334
2019-03-31,0.17877531731934804
2019-04-30,0.0
2019-04-30,0.0
2019-05-31,0.183032616217334
2019-05-31,0.1379126625411075
2019-06-30,0.08041613529144648
2019-06-30,0.09625579235131464
2019-07-31,0.17772067819035334
2019-07-31,0.1348587826345476
2019-08-31,0.17005424961051854
2019-08-31,0.1301996407369259
2019-09-30,0.1502605133936991
2019-09-30,0.1254909914690187
2019-10-31,0.17674399238307364
2019-10-31,0.08626539788972461
2019-11-30,0.12844992000675484
2019-11-30,0.167184395386417
2019-12-31,0.1807847661518179
2019-12-31,0.13668848001168524
2020-01-31,0.0
2020-01-31,0.0
2020-02-29,0.19671880172080622
2020-02-29,0.14572749847552066
2020-03-31,0.2058236270806582
2020-03-31,0.1527152186618563
2020-04-30,0.14684958184102206
2020-04-30,0.1957238419221743
2020-05-31,0.14044098316570883
2020-05-31,0.1839303457075526
2020-06-30,0.13870811152331924
2020-06-30,0.18122497355351164
2020-07-31,0.0
2020-07-31,0.0
2020-08-31,0.17450526539939176
2020-08-31,0.13451752726227495
2020-09-30,0.17664792300088153
2020-09-30,0.0520555525168444
2020-10-31,0.0
2020-10-31,0.0
2020-11-30,0.19036603220298748
2020-11-30,0.14286004765976412
2020-12-31,0.1398437844190069
2020-12-31,0.18359163587231936
2021-01-31,0.0
2021-01-31,0.0
2021-02-28,0.19658291774197703
2021-02-28,0.14694886760321071
2021-03-31,0.0
2021-03-31,0.0
2021-04-30,0.14402917206127389
2021-04-30,0.1913270511096756
2021-05-31,0.15421800022170606
2021-05-31,0.202858041500509
2021-06-30,0.19444294038664395
2021-06-30,0.1473544569376639
2021-07-31,0.14778189243903242
2021-07-31,0.19545075015684685
2021-08-31,0.14733717127949886
2021-08-31,0.19483925113374237
2021-09-30,0.03005011407107868
2021-09-30,0.10444085481744994
2021-10-31,0.14262408426000547
2021-10-31,0.18636738146511525
2021-11-30,0.15950897618932874
2021-11-30,0.212676301333894
2021-12-31,0.16551699625510355
2021-12-31,0.16477454095280186
2022-01-31,0.0
2022-01-31,0.0
2022-02-28,0.17899634304155634
2022-02-28,0.2459710409463494
2022-03-31,0.0
2022-03-31,0.0
2022-04-30,0.15359337999614264
2022-04-30,0.2052277208699643
2022-05-31,0.0
2022-05-31,0.0
2022-06-30,0.0
2022-06-30,0.0
2022-07-31,0.0
2022-07-31,0.0
2022-08-31,0.0
2022-08-31,0.0
2022-09-30,0.19862775752294182
2022-09-30,0.1507751023374249
2022-10-31,-0.002577626908919982
2022-10-31,-0.002011254901727154
2022-11-30,0.21486619138005783
2022-11-30,0.16381155826452773
2022-12-31,0.12933843755262878
2022-12-31,0.15477109897074234
2023-01-31,0.0
2023-01-31,0.0
2023-02-28,0.1477200042014847
2023-02-28,0.2129875288022351
2023-03-31,0.20429830307445312
2023-03-31,0.1559255799693989
2023-04-30,0.14658578308052148
2023-04-30,0.19287792473279042
2023-05-31,0.18969305335656036
2023-05-31,0.14486671279987726
2023-06-30,0.14614748423159826
2023-06-30,0.1912296466304992
2023-07-31,0.041129435027606694
2023-07-31,0.0324415808977262
2023-08-31,0.14023575365657573
2023-08-31,0.1822078470824398
2023-09-30,0.13658252648457536
2023-09-30,0.10160626174122965
2023-10-31,0.18004682201628777
2023-10-31,0.1370379280662322
2023-11-30,0.1816906650442116
2023-11-30,0.1386768840364516
2023-12-31,0.0
2023-12-31,0.0
2024-01-31,0.0
2024-01-31,0.0
2024-02-29,0.21032752191058138
2024-02-29,0.15922288435753998
2024-03-31,0.0
2024-03-31,0.0
2024-04-30,0.0
2024-04-30,0.0
2024-05-31,0.1996850187045593
2024-05-31,0.1513401505211084
2024-06-30,0.20134650985305425
2024-06-30,0.1526665606714826
2024-07-31,0.19911529643395176
2024-07-31,0.15093812308257093
2024-08-31,0.19856301444331448
2024-08-31,0.1496949039540308
2024-09-30,0.19188885159343552
2024-09-30,0.14683144776425394
2024-10-31,0.1973949945385372
2024-10-31,0.14867511955091384
2024-11-30,0.0
2024-11-30,0.0
2024-12-31,0.0
2024-12-31,0.0
2025-01-31,0.1435067307014671
2025-01-31,0.07955420011166707
2025-02-28,0.0
2025-02-28,0.0
2025-03-31,0.10596260163452503
2025-03-31,0.06706926560936821
2025-04-30,0.13958936740629152
2025-04-30,0.1245296352687629
2025-05-31,0.14579974252812597
2025-05-31,0.19604548898416613
