time,spatial_ref_mean,blue_mean,red_mean,nir08_mean,swir16_mean,swir22_mean,green_mean
2024-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-31,0,2495.4783813747226,2529.9672949002215,4708.496674057649,2960.4783813747226,2646.210643015521,2617.369733924612
2024-05-31,0,2501.2169312169312,2539.4391534391534,5035.861111111111,3067.2738095238096,2683.9920634920636,2637.4431216931216
2024-06-30,0,2487.988913525499,2522.9955654101996,4689.59201773836,2929.4822616407982,2630.8558758314857,2607.2084257206207
2024-06-30,0,2489.1825396825398,2532.3756613756614,5058.322751322751,3042.3915343915346,2671.5,2625.589947089947
2024-07-31,0,2496.9733924611974,2535.589800443459,4674.29933481153,2952.866962305987,2642.3137472283815,2612.1175166297116
2024-07-31,0,2499.335978835979,2546.8333333333335,5018.814814814815,3068.5,2684.613756613757,2632.6481481481483
2024-08-31,0,2504.8686252771618,2558.2272727272725,4735.016075388026,3046.119733924612,2686.032150776053,2649.7949002217297
2024-08-31,0,2506.8121693121693,2567.5013227513227,4988.293650793651,3157.5476190476193,2723.5873015873017,2668.830687830688
2024-09-30,0,2519.7544345898004,2587.29822616408,4629.557095343681,3125.3126385809314,2739.369733924612,2677.7383592017736
2024-09-30,0,2533.308201058201,2619.3267195767194,4894.091269841269,3292.259259259259,2818.0621693121693,2711.5251322751324
2024-10-31,0,2551.319290465632,2626.0,4925.155210643015,3325.348115299335,2837.511086474501,2727.258314855876
2024-10-31,0,2559.1613756613756,2642.510582010582,5022.976190476191,3438.835978835979,2891.0079365079364,2743.5820105820108
2024-11-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31,0,5528.454545454545,5688.4445676274945,7712.736141906874,5737.0,4755.397450110865,5778.177383592018
2025-01-31,0,2537.4126984126983,2649.7949735449733,5425.768518518518,3420.132275132275,2936.839947089947,2826.1150793650795
2025-02-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,0,3249.2361419068734,4224.548780487805,6508.881374722838,5273.085365853659,4690.436807095343,4238.253880266076
2025-03-31,0,4298.23544973545,5030.537037037037,7321.4047619047615,5945.05291005291,5218.351851851852,4889.481481481482
2025-04-30,0,2537.532150776053,2629.967849223947,4725.562638580931,3204.5925720620844,2849.380820399113,2721.6058758314857
2025-04-30,0,2779.113756613757,3032.2751322751324,5498.260582010582,3956.4232804232806,3516.98544973545,3109.208994708995
2025-05-31,0,2493.313492063492,2534.191798941799,4945.287037037037,3055.755291005291,2667.2050264550267,2632.503968253968
2025-05-31,0,2489.169623059867,2524.3431263858092,4614.218403547672,2952.008869179601,2632.9484478935697,2613.3442350332593
