time,value
2016-06-30,0.16179172007509196
2016-06-30,0.15372959650690757
2016-07-31,0.16358296378571235
2016-07-31,0.15490630917529707
2016-08-31,0.1675169777982038
2016-08-31,0.1572455655677016
2016-09-30,0.0
2016-09-30,0.0
2016-10-31,0.17327470152311045
2016-10-31,0.16470062240662492
2016-11-30,0.17188288409954625
2016-11-30,0.15717109225423972
2016-12-31,0.0
2016-12-31,0.0
2017-01-31,0.1891111430777882
2017-01-31,0.19439014631852772
2017-02-28,0.14883881743713176
2017-02-28,0.18333824792208367
2017-03-31,0.0
2017-03-31,0.0
2017-04-30,0.17684170418690826
2017-04-30,0.18025716420981375
2017-05-31,0.16739804325037333
2017-05-31,0.16960863488566044
2017-06-30,0.0
2017-06-30,0.0
2017-07-31,0.15965691565104717
2017-07-31,0.161269278608134
2017-08-31,0.1592875138345007
2017-08-31,0.15480473674388356
2017-09-30,0.15195588897240347
2017-09-30,0.1575787166139011
2017-10-31,0.0
2017-10-31,0.0
2017-11-30,0.19452956023440207
2017-11-30,0.2017206676929011
2017-12-31,0.1825970134265609
2017-12-31,0.1713444826400696
2018-01-31,0.0
2018-01-31,0.0
2018-02-28,0.17864763527983898
2018-02-28,0.17253677861825392
2018-03-31,0.17316281414119197
2018-03-31,0.1760210124465501
2018-04-30,0.17232625168813434
2018-04-30,0.16852291273716122
2018-05-31,0.16770200448052328
2018-05-31,0.164762756983414
2018-06-30,0.16357338494562035
2018-06-30,0.1598270763336945
2018-07-31,0.1579595336910788
2018-07-31,0.16126171628410313
2018-08-31,0.1551616517103304
2018-08-31,0.1490753794681137
2018-09-30,0.0
2018-09-30,0.0
2018-10-31,0.15668520346432482
2018-10-31,0.16551521336887712
2018-11-30,0.17199507086780744
2018-11-30,0.12197280171316505
2018-12-31,0.0
2018-12-31,0.0
2019-01-31,0.0
2019-01-31,0.0
2019-02-28,0.14929054856244356
2019-02-28,0.14919323088030428
2019-03-31,0.1574993732727553
2019-03-31,0.15135598616683904
2019-04-30,0.0
2019-04-30,0.0
2019-05-31,0.15507987456051275
2019-05-31,0.15830480782637565
2019-06-30,0.10617528481196292
2019-06-30,0.065276155172539
2019-07-31,0.14998528614687612
2019-07-31,0.154880872390948
2019-08-31,0.1433580275734502
2019-08-31,0.15056946810473892
2019-09-30,0.14165557582017735
2019-09-30,0.15020101737887961
2019-10-31,0.10347738238554176
2019-10-31,0.10008987578327684
2019-11-30,0.15172509517301766
2019-11-30,0.1414702725386095
2019-12-31,0.15301748860777156
2019-12-31,0.16230405649453444
2020-01-31,0.0
2020-01-31,0.0
2020-02-29,0.15607648733437324
2020-02-29,0.17201148491745524
2020-03-31,0.17174188426181833
2020-03-31,0.17733068769567503
2020-04-30,0.16928673043430154
2020-04-30,0.16210092895632786
2020-05-31,0.15969480123927848
2020-05-31,0.15297260154256598
2020-06-30,0.15714495911487236
2020-06-30,0.15122275420560174
2020-07-31,0.0
2020-07-31,0.0
2020-08-31,0.14588087829553292
2020-08-31,0.15465306433419612
2020-09-30,0.15496416738525126
2020-09-30,0.12955466762575288
2020-10-31,0.0
2020-10-31,0.0
2020-11-30,0.1588655919721028
2020-11-30,0.16779632225862895
2020-12-31,0.1654879640184192
2020-12-31,0.154261528566168
2021-01-31,0.0
2021-01-31,0.0
2021-02-28,0.16365431147754128
2021-02-28,0.17286322687703176
2021-03-31,0.0
2021-03-31,0.0
2021-04-30,0.16552725373842606
2021-04-30,0.15824925146037233
2021-05-31,0.17552995109554437
2021-05-31,0.1698159741169185
2021-06-30,0.16221307156580866
2021-06-30,0.1677678551953134
2021-07-31,0.16956222168135232
2021-07-31,0.16309313480802373
2021-08-31,0.17049177853031128
2021-08-31,0.1634372381492864
2021-09-30,0.05127006573363142
2021-09-30,0.08814792696734074
2021-10-31,0.1677006420024394
2021-10-31,0.1557268688318162
2021-11-30,0.18900038255354293
2021-11-30,0.17706923332425714
2021-12-31,0.20151379911019887
2021-12-31,0.17859463626186753
2022-01-31,0.0
2022-01-31,0.0
2022-02-28,0.2150292667194177
2022-02-28,0.19005135764486752
2022-03-31,0.0
2022-03-31,0.0
2022-04-30,0.1752715254933814
2022-04-30,0.17243808957547643
2022-05-31,0.0
2022-05-31,0.0
2022-06-30,0.0
2022-06-30,0.0
2022-07-31,0.0
2022-07-31,0.0
2022-08-31,0.0
2022-08-31,0.0
2022-09-30,0.16725268784263023
2022-09-30,0.1728404258991953
2022-10-31,-0.0018004725806751232
2022-10-31,-0.002487715454156062
2022-11-30,0.17929045850216233
2022-11-30,0.19032545577025697
2022-12-31,0.1605847951302623
2022-12-31,0.1352661575034517
2023-01-31,0.0
2023-01-31,0.0
2023-02-28,0.17854699847934297
2023-02-28,0.17647433561614845
2023-03-31,0.16556566911437065
2023-03-31,0.18136983047335936
2023-04-30,0.16908790479052957
2023-04-30,0.1621416431816485
2023-05-31,0.1592437612462455
2023-05-31,0.16520791471807914
2023-06-30,0.16693942436015768
2023-06-30,0.16056806347895553
2023-07-31,0.03277479711794944
2023-07-31,0.037443946052691954
2023-08-31,0.16182120236575345
2023-08-31,0.15415470558820776
2023-09-30,0.08141983436510965
2023-09-30,0.09488016982841584
2023-10-31,0.15126829646025203
2023-10-31,0.16173114378181122
2023-11-30,0.15322709072434645
2023-11-30,0.16296450988105682
2023-12-31,0.0
2023-12-31,0.0
2024-01-31,0.0
2024-01-31,0.0
2024-02-29,0.17705355200092818
2024-02-29,0.18380282158982558
2024-03-31,0.0
2024-03-31,0.0
2024-04-30,0.0
2024-04-30,0.0
2024-05-31,0.16635819219959222
2024-05-31,0.172000150046181
2024-06-30,0.16794031896552902
2024-06-30,0.17282688914167896
2024-07-31,0.16624635735132848
2024-07-31,0.1722976347005615
2024-08-31,0.16576994306540757
2024-08-31,0.17260043433234562
2024-09-30,0.15450243555956758
2024-09-30,0.17158756679996187
2024-10-31,0.1661386813431579
2024-10-31,0.175337452568632
2024-11-30,0.0
2024-11-30,0.0
2024-12-31,0.0
2024-12-31,0.0
2025-01-31,0.16662431365821
2025-01-31,0.13200411318773694
2025-02-28,0.0
2025-02-28,0.0
2025-03-31,0.09829714316420836
2025-03-31,0.08151476357098056
2025-04-30,0.11664244407864639
2025-04-30,0.12116931421229195
2025-05-31,0.1647946830479919
2025-05-31,0.16339422634783624
