time,spatial_ref_mean,blue_mean,red_mean,nir08_mean,swir16_mean,swir22_mean,green_mean
2015-07-31,0,3487.5,3563.5444444444443,6366.355555555556,4297.644444444444,3753.9,3679.3555555555554
2015-08-31,0,3518.038888888889,3587.4333333333334,6400.127777777778,4408.022222222222,3826.3888888888887,3705.572222222222
2015-09-30,0,3538.427777777778,3640.9944444444445,6545.788888888889,4592.116666666667,3912.222222222222,3760.538888888889
2015-10-31,0,3550.311111111111,3649.1111111111113,6652.877777777778,4638.422222222222,3950.6222222222223,3777.311111111111
2015-11-30,0,3579.1111111111113,3686.5055555555555,6977.666666666667,4854.927777777778,4034.5222222222224,3832.0222222222224
2015-12-31,0,5812.3388888888885,6260.0055555555555,9550.805555555555,7092.844444444445,5999.038888888889,6393.083333333333
2016-01-31,0,3528.9,3624.483333333333,7357.0,4701.283333333334,3924.0222222222224,3807.016666666667
2016-02-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,0,3631.011111111111,4046.9666666666667,6558.427777777778,4839.538888888889,4263.688888888889,4106.361111111111
2016-04-30,0,3478.3555555555554,3551.322222222222,6357.988888888889,4290.544444444445,3759.1666666666665,3693.1555555555556
2016-05-31,0,3502.4166666666665,3579.65,6575.0,4371.183333333333,3796.3722222222223,3699.461111111111
2016-06-30,0,3489.927777777778,3577.761111111111,6667.138888888889,4333.461111111111,3775.011111111111,3706.461111111111
2016-07-31,0,3497.761111111111,3579.5222222222224,6675.0055555555555,4381.022222222222,3800.733333333333,3706.5666666666666
2016-08-31,0,3516.9555555555557,3616.5,6795.155555555555,4483.211111111111,3856.4777777777776,3757.9555555555557
2016-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-31,0,3556.5,3624.4666666666667,6953.422222222222,4631.577777777778,3931.7444444444445,3773.5777777777776
2016-11-30,0,3583.616666666667,3716.9444444444443,7025.383333333333,4894.522222222222,4074.483333333333,3854.383333333333
2016-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-31,0,3539.311111111111,3604.9333333333334,7575.322222222222,4660.311111111111,3919.8888888888887,3797.8555555555554
2017-02-28,0,3790.0666666666666,4113.322222222222,8372.416666666666,5469.672222222222,4548.0055555555555,4262.577777777778
2017-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-30,0,3514.9666666666667,3557.366666666667,7170.266666666666,4337.733333333334,3765.8333333333335,3708.1222222222223
2017-05-31,0,3492.8166666666666,3542.5555555555557,6875.761111111111,4274.0888888888885,3743.65,3682.7277777777776
2017-06-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-31,0,3496.9777777777776,3556.788888888889,6665.0888888888885,4267.633333333333,3752.3444444444444,3681.9222222222224
2017-08-31,0,3510.9777777777776,3575.9444444444443,6554.177777777778,4390.155555555555,3823.0222222222224,3689.7444444444445
2017-09-30,0,3543.3777777777777,3625.488888888889,6594.922222222222,4515.7,3897.188888888889,3733.0555555555557
2017-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-30,0,3632.0222222222224,3589.7444444444445,7598.9111111111115,4761.711111111111,3962.4555555555557,3827.8888888888887
2017-12-31,0,3793.4555555555557,4118.355555555556,8160.622222222222,5415.3,4677.844444444445,4403.111111111111
2018-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-28,0,3540.188888888889,3632.311111111111,7174.877777777778,4613.988888888889,3891.4444444444443,3792.8333333333335
2018-03-31,0,3537.266666666667,3577.5777777777776,7077.933333333333,4476.3,3838.7555555555555,3739.8722222222223
2018-04-30,0,3505.4,3560.8,6914.2444444444445,4408.677777777778,3799.2722222222224,3698.0
2018-05-31,0,3500.5333333333333,3551.5444444444443,6820.855555555556,4312.066666666667,3763.688888888889,3677.1666666666665
2018-06-30,0,3479.3722222222223,3554.3944444444446,6703.111111111111,4285.027777777777,3741.538888888889,3669.777777777778
2018-07-31,0,3495.6666666666665,3565.322222222222,6650.372222222222,4308.705555555555,3769.3888888888887,3682.9777777777776
2018-08-31,0,3519.5777777777776,3621.811111111111,6571.044444444445,4424.7555555555555,3845.3444444444444,3732.4444444444443
2018-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-31,0,3548.5333333333333,3658.866666666667,6850.044444444445,4629.5888888888885,3933.561111111111,3806.338888888889
2018-11-30,0,2685.2,3167.9222222222224,4602.644444444444,3954.9333333333334,3717.5333333333333,3264.911111111111
2018-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,0,3526.866666666667,3635.1555555555556,5972.933333333333,4382.566666666667,3882.3333333333335,3851.5333333333333
2019-03-31,0,3523.311111111111,3587.6388888888887,6514.1,4474.033333333334,3836.2166666666667,3736.6
2019-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-31,0,3500.5777777777776,3543.6444444444446,6526.222222222223,4336.172222222222,3777.188888888889,3673.383333333333
2019-06-30,0,6423.511111111111,6852.888888888889,9462.41111111111,7312.061111111111,6342.344444444445,6753.122222222222
2019-07-31,0,3499.8055555555557,3559.6833333333334,6462.594444444445,4308.7444444444445,3767.116666666667,3675.7277777777776
2019-08-31,0,3523.3,3627.4333333333334,6438.7555555555555,4474.644444444444,3878.188888888889,3725.288888888889
2019-09-30,0,3661.7944444444443,4075.488888888889,7049.722222222223,5357.211111111111,4521.516666666666,4111.122222222222
2019-10-31,0,3378.1444444444446,3833.038888888889,5659.133333333333,4780.483333333334,4296.716666666666,3854.35
2019-11-30,0,3613.4666666666667,3866.2055555555557,6802.188888888889,5084.722222222223,4233.1,3940.4944444444445
2019-12-31,0,3586.5333333333333,3754.3777777777777,6863.922222222222,4939.9,4128.377777777778,3855.0777777777776
2020-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0,3571.088888888889,3672.0833333333335,7007.644444444444,4773.7,3998.661111111111,3821.3777777777777
2020-03-31,0,3535.1055555555554,3589.7555555555555,7088.372222222222,4507.438888888889,3850.6944444444443,3760.0444444444443
2020-04-30,0,3517.211111111111,3579.038888888889,6873.116666666667,4443.288888888889,3827.1722222222224,3727.072222222222
2020-05-31,0,3486.9777777777776,3569.633333333333,6654.377777777778,4325.077777777778,3770.588888888889,3690.0222222222224
2020-06-30,0,3489.1,3562.233333333333,6586.205555555555,4303.6,3761.016666666667,3682.988888888889
2020-07-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,0,3531.5222222222224,3625.822222222222,6567.844444444445,4482.688888888889,3881.088888888889,3745.3
2020-09-30,0,3415.5444444444443,3454.133333333333,4332.511111111111,3702.288888888889,3526.2,3525.3444444444444
2020-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,0,3577.9555555555557,3725.233333333333,7013.933333333333,4894.9111111111115,4067.0,3881.5777777777776
2020-12-31,0,3559.777777777778,3759.088888888889,6975.277777777777,4976.044444444445,4111.977777777778,3888.277777777778
2021-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0
